Clients,Throughput_ops,Median_Latency_us
2,48439.42089406516,39.397999999999996
5,136482.3688334107,33.072
10,195658.31273365286,47.605500000000006
20,192446.32489440968,103.221
50,213575.52941629797,246.79950000000002
100,207961.4453927354,507.693
150,217038.10164091253,756.7335
200,211301.57749384787,1047.4215
250,217814.8608717182,1281.1545
300,218072.1968086869,1531.3825
