Clients,Throughput_ops,Median_Latency_us
2,25.921105518969792,78.496
5,12025.604063405279,66.955
10,16400.65496432761,94.473
20,57.57653649926777,107.868
50,33144.30155526227,108.651
100,55029.69903544751,87.94149999999999
150,136488.28087484973,85.393
200,97960.8694119574,97.03399999999999
250,152920.78159126168,85.088
300,193532.38742752676,79.31649999999999
