Clients,Throughput_ops,Median_Latency_us
2,48433.31126494189,39.286500000000004
5,139006.1200300159,32.941
10,178109.14099264937,52.611000000000004
20,188245.31310094128,102.538
50,222051.56039242502,237.452
100,214221.13810401392,504.8615
150,221873.57425055694,746.2325
200,207987.7177886143,1057.078
250,227492.7075262238,1228.1015
300,222261.39290146896,1521.3944999999999
