Clients,Throughput_ops,Median_Latency_us
2,22193.717398464538,74.826
5,10172.586852407663,73.1
10,38.40729605533645,125.536
20,29858.000586560935,87.324
50,58624.74524933814,82.1915
100,147423.60959846724,80.015
150,175139.59421480767,78.9575
