Clients,Throughput_ops,Median_Latency_us
2,3.1,3075.25
5,52.43333333333334,1665.0
10,15.200000000000001,1834.25
20,30.466666666666676,1920.0
50,71.00000000000001,1948.75
100,181.7000000000001,1842.5
150,233.23333333333335,1833.0
300,547.6666666666669,1694.0
400,673.1666666666669,1716.25
500,786.4333333333332,1712.25
