Clients,Throughput_ops,Median_Latency_us
2,21466.333536467548,86.172
5,24900.528212807003,184.22
10,24311.833805837574,416.1005
20,26155.687697450958,742.3515
50,29385.224161551778,1710.756
100,33037.06022841553,3056.3005000000003
150,35401.47476239386,4204.577
300,44333.1981581439,4177.543
500,36595.99132089894,4354.6505
