Clients,Throughput_ops,Median_Latency_us
2,51761.66961136887,37.338
5,128795.74699160425,34.39
10,182935.57991908633,50.787
20,183387.40897163923,104.156
50,214046.3124829032,249.81799999999998
100,212388.48866187895,501.8705
150,207785.40277689445,772.7439999999999
200,212442.0009596606,1036.473
250,210960.96133567917,1308.5175
300,220667.4340148397,1517.0005
