Clients,Throughput_ops,Median_Latency_us
2,45163.397708884215,39.97
5,112062.15344446144,40.297
10,171356.2801020603,54.456500000000005
20,194348.12278881794,105.149
50,209496.18218289275,255.776
100,217182.8070539342,504.171
150,232163.04308700433,745.1434999999999
200,238304.96954674003,1032.3274999999999
250,251524.79196711996,1240.8580000000002
300,238902.02693582428,1442.6455
