Clients,Throughput_ops,Median_Latency_us
2,475.83333333333337,2204.5
5,616.2333333333332,2639.5
10,796.8,4866.25
20,1173.2666666666667,9173.25
50,2307.6333333333337,20788.0
100,3134.2000000000003,38852.5
150,3443.5333333333347,47686.75
