Clients,Throughput_ops,Median_Latency_us
2,14.264494872672849,89.41550000000001
5,16079.853903853946,170.044
10,18386.459727923528,76.264
20,68776.10032223158,90.637
50,53222.47137989782,83.358
100,154729.55343070417,87.6985
150,81809.26215912822,83.8425
