Clients,Throughput_ops,Median_Latency_us
2,16804.62307782111,102.069
5,18436.91260377713,243.014
10,17837.61460328827,540.796
20,17865.24528205326,1095.7295
50,20271.269976829655,2450.5245
100,20981.530334280284,4744.6375
150,23453.499663237668,5845.233
200,26133.331116414414,5566.934
250,26495.800501713864,6247.611
300,26397.965501743703,6023.577
500,28274.625608422513,6350.258
