Clients,Throughput_ops,Median_Latency_us
2,12691.056191100599,78.3925
5,24713.27968734072,85.945
10,39.259451652760326,82.0115
20,63.58787754904611,86.348
50,116381.07863342346,92.3445
100,85903.70907766164,85.50450000000001
150,88741.85107642469,100.055
200,159000.33134507522,84.979
250,258934.07478630764,91.71449999999999
