Clients,Throughput_ops,Median_Latency_us
2,29434.1253066234,65.393
5,62105.15905478154,75.942
10,67874.36045129254,123.922
20,53983.20590081805,372.91949999999997
50,62561.85545427196,751.509
100,79029.62299594792,1250.6100000000001
150,79700.62533388648,1871.8850000000002
200,79181.26165427141,2597.7265
250,68947.04334475486,3202.024
300,44677.703983001404,3792.8320000000003
